actor,movie_or_TV_name
Garvin Cross,Ramona and Beezus
Garvin Cross,Goblin
Garvin Cross,Inception
Garvin Cross,The A-Team
Garvin Cross,Ice Twisters
Garvin Cross,2012
Garvin Cross,Scooby-Doo! The Mystery Begins
Garvin Cross,Jennifer's Body
Garvin Cross,Driven to Kill
Garvin Cross,Watchmen
Garvin Cross,Spectacular!
Garvin Cross,Kill Switch
Garvin Cross,Far Cry
Garvin Cross,Gym Teacher
Garvin Cross,The Art of War II: Betrayal
Garvin Cross,Lost Boys: The Tribe
Garvin Cross,The Eye
Garvin Cross,Bloodrayne 2
Garvin Cross,Shattered
Garvin Cross,Fantastic 4: Rise of the Silver Surfer
Garvin Cross,Tortured
Garvin Cross,Numb
Garvin Cross,Wind Chill
Garvin Cross,The Sandlot: Heading Home
Garvin Cross,The Invisible
Garvin Cross,Shooter
Garvin Cross,White Noise 2: The Light
Garvin Cross,Firestorm: Last Stand at Yellowstone
Garvin Cross,The Wicker Man
Garvin Cross,Like Mike 2: Streetball
Garvin Cross,Firewall
Garvin Cross,"Intelligence,Pilot"
Garvin Cross,Fantastic Four
Garvin Cross,Thralls
Garvin Cross,The Karate Dog
Garvin Cross,Edison
Garvin Cross,"Cold Squad,Learning Curve,No Life Like It,Bob & Carol & Len & Ali,Career Opportunists,Ambleton,Show all 35 episodes"
Garvin Cross,White Noise
Garvin Cross,Blade: Trinity
Garvin Cross,Jiminy Glick in Lalawood
Garvin Cross,Superbabies: Baby Geniuses 2
Garvin Cross,Catwoman
Garvin Cross,Proof of the Man
Garvin Cross,"I, Robot"
Garvin Cross,The Wild Guys
Garvin Cross,"10.5,Episode #1.2,Episode #1.1"
Garvin Cross,"The Chris Isaak Show,Suspicion,The Little Mermaid,Let the Games Begin,Candidate,The Family of Man,Show all 8 episodes"
Garvin Cross,Snakehead Terror
Garvin Cross,11:11
Garvin Cross,Saved!
Garvin Cross,Paycheck
Garvin Cross,D.C. Sniper: 23 Days of Fear
Garvin Cross,Elf
Garvin Cross,Taken
Garvin Cross,Firefight
Garvin Cross,A Crime of Passion
Garvin Cross,The Core
Garvin Cross,Agent Cody Banks
Garvin Cross,Invitation
Garvin Cross,Spymate
Garvin Cross,Before I Say Goodbye
Garvin Cross,The Barber
Garvin Cross,"Taken,Taken,John,Dropping the Dishes,God's Equation,Charlie and Lisa,Show all 6 episodes"
Garvin Cross,Extreme Ops
Garvin Cross,Mary Higgins Clark's: We'll Meet Again
Garvin Cross,Saint Sinner
Garvin Cross,Try Seventeen
Garvin Cross,The Secret Life of Zoey
Garvin Cross,Black Point
Garvin Cross,Stark Raving Mad
Garvin Cross,Life or Something Like It
Garvin Cross,The Mangler 2
Garvin Cross,The House Next Door
Garvin Cross,Hard Cash
Garvin Cross,Liberty Stands Still
Garvin Cross,Ignition
Garvin Cross,Bratty Babies
Garvin Cross,Strange Frequency
Garvin Cross,Ripper
Garvin Cross,Avalanche Alley
Garvin Cross,Replicant
Garvin Cross,Kill Me Later
Garvin Cross,Mindstorm
Garvin Cross,Turbulence 3: Heavy Metal
Garvin Cross,Head Over Heels
Garvin Cross,"First Wave,Beneath the Black Sky"
Garvin Cross,Lunch with Charles
Garvin Cross,The Proposal
Garvin Cross,Air Bud 3
Garvin Cross,The Operative
Garvin Cross,Final Ascent
Garvin Cross,MVP: Most Valuable Primate
Garvin Cross,They Nest
Garvin Cross,Shanghai Noon
Garvin Cross,Little Boy Blues
Garvin Cross,The Silencer
Garvin Cross,Noroc
Garvin Cross,"Hope Island,It Takes a Voyage to Learn,Each Tub Must Stand on Its Own Bottom,Look One Way and Row Another"
Garvin Cross,Sweetwater
Garvin Cross,A Twist of Faith
Garvin Cross,Can of Worms
Garvin Cross,It's True!
Garvin Cross,Catch Me If You Can
Garvin Cross,The Inspectors
Garvin Cross,Air Bud: Golden Receiver
Garvin Cross,Hoods
Garvin Cross,Voyage of Terror
Garvin Cross,Deep Rising
Garvin Cross,Death Game
Garvin Cross,Mr. Magoo
Garvin Cross,"Stargate SG-1,Hathor"
Garvin Cross,The Right Connections
Garvin Cross,The Invader
Garvin Cross,Exception to the Rule
Garvin Cross,Alibi
Garvin Cross,Carpool
Garvin Cross,Underworld
Garvin Cross,White Tiger
Garvin Cross,Unforgettable
Garvin Cross,For a Few Lousy Dollars
Garvin Cross,The Final Cut
Garvin Cross,Man with a Gun
Garvin Cross,Mind Ripper
Garvin Cross,Dangerous Indiscretion
Garvin Cross,Rumble in the Bronx
Garvin Cross,The Surgeon
Garvin Cross,Red Scorpion 2
Garvin Cross,The NeverEnding Story III
Garvin Cross,Whale Music
Garvin Cross,Needful Things
Garvin Cross,The Hitman
Garvin Cross,Slow Burn
Garvin Cross,Empire of Ash
Garvin Cross,Under Wraps
Garvin Cross,Blurt
Garvin Cross,"Wisdom of the Crowd,Pilot"
Garvin Cross,S.W.A.T.: Under Siege
Garvin Cross,"DC's Legends of Tomorrow,Night of the Hawk"
Garvin Cross,Metallica Through the Never
Garvin Cross,Baby Sellers
Garvin Cross,Maximum Conviction
Garvin Cross,"Supernatural,Plucky Pennywhistle's Magical Menagerie"
Garvin Cross,"Caprica,Retribution"
Garvin Cross,Inception
Garvin Cross,Marmaduke
Garvin Cross,Stargate SG-1: Children of the Gods - Final Cut
Garvin Cross,National Lampoon's Ratko: The Dictator's Son
Garvin Cross,"Tin Man,Tin Man,Search for the Emerald,Into the Storm"
Garvin Cross,"Intelligence,A Man Escapes"
Garvin Cross,"Painkiller Jane,Ghost in the Machine"
Garvin Cross,"Merlin's Apprentice,Episode #1.2,Episode #1.1"
Garvin Cross,Last Chance Cafe
Garvin Cross,Chaos
Garvin Cross,"Battlestar Galactica,Valley of Darkness"
Garvin Cross,Blade: Trinity
Garvin Cross,What Lies Above
Garvin Cross,How It All Went Down
Garvin Cross,See Grace Fly
Garvin Cross,Spook
Garvin Cross,"UC: Undercover,Manhunt"
Garvin Cross,The Mangler 2
Garvin Cross,Liberty Stands Still
Garvin Cross,L.A.P.D.: To Protect and to Serve
Garvin Cross,Love and Treason
Garvin Cross,"The Lone Gunmen,Pilot"
Garvin Cross,"First Wave,The Flight of Francis Jeffries"
Garvin Cross,"The Immortal,Demons of the Night: Part 1"
Garvin Cross,Sole Survivor
Garvin Cross,"The Outer Limits,Glitch,Final Exam,Afterlife,First Anniversary,Birthright,Show all 6 episodes"
Garvin Cross,"The Wonderful World of Disney,Life-Size"
Garvin Cross,"Seven Days,Deja Vu All Over Again"
Garvin Cross,Shutterspeed
Garvin Cross,"Strange World,Down Came the Rain"
Garvin Cross,Noroc
Garvin Cross,Y2K
Garvin Cross,"Atomic Train,Part 2,Part 1"
Garvin Cross,The Fear: Resurrection
Garvin Cross,True Heart
Garvin Cross,"It's True!,The Rats of Rumfordton (Pilot)"
Garvin Cross,Catch Me If You Can
Garvin Cross,"Millennium,The Innocents,Dead Letters"
Garvin Cross,"Three,The Games"
Garvin Cross,Loyal Opposition
Garvin Cross,The Hunted
Garvin Cross,Five Desperate Hours
Garvin Cross,"Stargate SG-1,Children of the Gods"
Garvin Cross,Hardball
Garvin Cross,"The Sentinel,Secret"
Garvin Cross,"Viper,Talk Is Cheap"
Garvin Cross,"The X-Files,Herrenvolk,Fearful Symmetry"
Garvin Cross,Once a Thief
Garvin Cross,"Sliders,Time Again and World,Fever"
Garvin Cross,Generation X
Garvin Cross,Mask of Death
Garvin Cross,For a Few Lousy Dollars
Garvin Cross,Midnight Heat
Garvin Cross,"Strange Luck,Hat Trick"
Garvin Cross,"Highlander,Double Eagle"
Garvin Cross,Man with a Gun
Garvin Cross,"Lonesome Dove: The Outlaw Years,The Return"
Garvin Cross,Cyberjack
Garvin Cross,"The Marshal,Snow Orchid"
Garvin Cross,"The Commish,The Trial"
Garvin Cross,"Hawkeye,The Boxer"
Garvin Cross,Rumble in the Bronx
Garvin Cross,"M.A.N.T.I.S.,Faces in the Mask"
Garvin Cross,Crackerjack
Garvin Cross,"Street Justice,Black or Blue"
Garvin Cross,"Bordertown,Demon Rum"
Garvin Cross,Evolution's Child
Garvin Cross,Lost Boys: The Tribe - Action Junkies
Garvin Cross,"The Outer Limits,The Voice of Reason"
